NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Siers Rimi Camembert 120g,291.1,24,17,0.8,0.2,18,1.7,15.75,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810570_PCE_LV",Piena produkti,1.89
Siers Rimi Tilsit šķēlēs 45% 500g,333.9,26,17,0,0,25,1.2,7.98,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_810772_PCE_LV",Piena produkti,3.99
Olas Balticovo brīvo vistu A/LM Nr.1 10gab.,135.0,9.4,2.6,0.8,0.8,12,0.3,0.37,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4002861_PCE_LV",Piena produkti,3.69
Kazas siers Euroser šķēlēs 100g,361.1,31,18.7,0,0,22,1.6,24.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_289188_PCE_LV",Piena produkti,2.45
"Pilnpiena biezpiens Rimi, 9%",157.3,9,5.9,2.7,2.7,16.4,0.2,3.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_815842_KGM_LV",Piena produkti,3.99
Pavasara dārzeņu maisījums 400g,40.4,0.2,0.1,5.2,3,2.5,0.1,3.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_801516_PCE_LV",Piena produkti,1.39
Skābais krējums Exporta 12% 360g,136.0,12,8.3,4.4,4.4,3,0,5.14,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_268766_PCE_LV",Piena produkti,1.85
Pelmeņi Pilsētas 1kg,193.8,5.8,2,26,2,9.1,1.5,4.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_212376_PCE_LV",Piena produkti,4.99
Olas A/LM/10/200 Rimi 2.nr,135.0,9.4,2.6,0.8,0.8,12,0.3,0.23,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_812142_PCE_LV",Piena produkti,2.29
Dārzeņi Hortex cepšanai itāļu gaumē 400g,46.8,0.5,0,6.7,0,2.4,0,5.47,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_223890_PCE_LV",Piena produkti,2.19
Biezpiens Baltais exporta 0.5% 250g,97.8,0.5,0.3,4,4,19,0.2,7.56,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_902610_PCE_LV",Piena produkti,1.89
