NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
"Krekeri Elephant ar medu,sinepēm un sīpoliem 70g",445.0,14,1.3,70,7.8,8.9,2.2,19.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1006733_PCE_LV",Saldumi,1.35
Želejas konfektes Haribo Chamaleon 175g,348.7,0.5,0.1,77,46,6.9,0.1,14.23,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1014918_PCE_LV",Saldumi,2.49
Auzu pārslu cepumi Flora ar lazdu riekstiem 300g,521.7,28,56,8,20,28,0,14.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_142795_PCE_LV",Saldumi,4.29
Popkorns Magic Corn karameļu 150g,425.9,11.1,3.5,78.9,36,2.7,0.5,7.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_140660_PCE_LV",Saldumi,1.05
Melnā šokolāde Ritter Sport ar veseliem lazdu riekstiem 100g,572.4,41,16,39,37,8.4,0,29.9,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_176463_PCE_LV",Saldumi,2.99
Piena šokolāde Laima Lācītis Ķepainītis 190g,566.0,38,19,45,42,9.4,0.2,24.68,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1011587_PCE_LV",Saldumi,4.69
Krekeri Laurieri Scrocchi ar trifelēm 175g,452.4,14,1.6,69,2,10,2.4,14.8,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1017075_PCE_LV",Saldumi,2.59
Konfektes Pergale Ābolīši kg,368.1,7.1,5.5,74,72,0.9,0.2,6.99,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1018566_KGM_LV",Saldumi,6.99
Konfektes Geisha piena šokolādes 150g,550.2,35,17,51,49,8,0.2,30.6,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_100761_PCE_LV",Saldumi,4.59
Želejkonfektes Fini zemeņu trubiņas 90g,366.9,1.2,0.8,86,69,1.7,0.3,16.11,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_141962_PCE_LV",Saldumi,1.45
Čipsi Ādažu Draugu paka šašliks un grauzdēti sīpoli 180g,531.3,32,14.6,53,2.8,6.2,1.4,15.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1008689_PCE_LV",Saldumi,2.79
Beļģu vafele atkausēta 85g,440.0,21,9.6,55,20.7,6.4,0.9,16.35,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_968568_PCE_LV",Saldumi,1.39
Vafeles Selga ar vaniļas garšu 90g,518.9,27.9,17.5,61.9,31.3,5.1,0.6,12.78,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_162356_PCE_LV",Saldumi,1.15
Cepumi Flora auzu riekstu 450g,521.0,26,57,14,20,26,0,8.2,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_121142_PCE_LV",Saldumi,3.69
Auzu pārslu cepumi Flora ar saulespuķu sēkliņām 300g,516.3,28,54,8,21,28,0,13.3,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_142796_PCE_LV",Saldumi,3.99
Cepumi Milka Choco Grains pārklāti ar piena šokolādi 126g,500.0,24,0,60,30,8,0.8,19.76,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_171307_PCE_LV",Saldumi,2.49
Kartupeļu čipsi Lay's ar siera garšu 130g,538.0,32,4.2,53,2,6.4,1.7,19.62,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_192787_PCE_LV",Saldumi,2.55
Šokolādes izlase Merci 250g,559.3,36.3,19.8,49.7,47.9,7.4,0,30.36,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_256996_PCE_LV",Saldumi,7.59
Saulespuķu halva Rimi 500g,582.0,36.8,2.9,47.5,47,11.8,0,5.58,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_807214_PCE_LV",Saldumi,2.79
