NAME,CALORIES,FAT,ACIDS,CARBOHYDRATES,SUGAR,PROTEIN,SALT,PRICE,PICTUREID,TYPE,PRICE_FULL
Baltmaize Zeltene saldā sagriezta 350g,281.1,3.2,0.2,52.8,7.8,7.7,1,3.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_285134_PCE_LV",Maizes produkti,1.15
Burkānmaize Lāči no lielā kukuļa 310g,283.2,1.4,0,50.8,12,9.3,0,5.0,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_276540_PCE_LV",Maizes produkti,1.55
Maiziņš dārzeņu 240g,277.0,4.8,0.5,38.4,7.1,14,0.9,7.29,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_937635_PCE_LV",Maizes produkti,1.75
Rupjmaize Latviskā 400g,270.8,1.2,0,51.8,8.4,8.2,0,3.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_221986_PCE_LV",Maizes produkti,1.59
Tostermaize Latvijas Graudu Maize sēklu 450g,344.9,9.6,1.1,51.5,4.8,10.1,1.2,4.11,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4002038_PCE_LV",Maizes produkti,1.85
"Virtulis Mantinga ar asorti pildījumu, atkausēts 65g",309.8,9.6,5.6,48,14,6.7,0.7,5.38,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_1017129_PCE_LV",Maizes produkti,0.35
Rudzu maize Latvijas graudu ar sēklām 390g,266.0,6.3,0.7,40.5,6.1,8.3,0.9,3.46,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_952302_PCE_LV",Maizes produkti,1.35
Pilngraudu tostermaize Flora speltas 320g,250.0,3.6,0.3,44,2.9,8.2,1.1,4.97,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_966526_PCE_LV",Maizes produkti,1.59
Maize Latvijas graudu ar škiedrvielām 300g,248.1,3.6,0.2,43,0.6,8.9,1,4.5,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_952316_PCE_LV",Maizes produkti,1.35
Rudzu maize Īstenā saldskābā 730g,276.1,1.4,0.1,54,9.3,7.1,1,2.59,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_974551_PCE_LV",Maizes produkti,1.89
Kviešu saldskābmaize Ķelmēni 1/2 sagriezta 380g,243.5,1.2,0.3,48.3,6,6.7,0.7,5.24,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_211636_PCE_LV",Maizes produkti,1.99
Baltmaize Lielkungu 600g,269.4,3.5,0.3,48.7,4.2,8.2,1.1,2.65,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_909854_PCE_LV",Maizes produkti,1.59
Baltmaize Zeltene Dienišķā 550g,269.6,2.6,0.2,51.5,3.3,7.4,1,2.71,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_921133_PCE_LV",Maizes produkti,1.49
Rudzu maize Kuršu pilngraudu 800g,222.8,1.4,0.2,42.1,4,5.6,1.1,2.24,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4000817_PCE_LV",Maizes produkti,1.79
Kanēļa virtulis 65g,359.7,17,7.6,45,22,5.8,0.4,6.15,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_4005605_PCE_LV",Maizes produkti,0.4
Tostermaize Īsta ar pienu un sviestu 240g,253.1,4.4,2.3,43.4,3.7,8.9,1.7,4.54,"https://rimibaltic-res.cloudinary.com/image/upload/b_white,c_limit,dpr_auto,f_auto,q_auto:low,w_auto/d_ecommerce:backend-fallback.png/MAT_914510_PCE_LV",Maizes produkti,1.09
